EntrezID,logFC,AveExpr,t,P.Value,adj.P.Val,B,Symbols,Name
85477,-1.8766,5.7299,-5.8435,1.0397e-06,6.8718e-05,5.536,SCIN,scinderin
1469,4.8125,0.50487,5.8383,1.0565e-06,6.9378e-05,5.5207,CST1,cystatin SN
63876,-1.6822,1.4017,-5.8378,1.0582e-06,6.9378e-05,5.5192,PKNOX2,PBX/knotted 1 homeobox 2
63951,-2.5331,-0.048776,-5.8325,1.076e-06,6.9946e-05,5.5033,DMRTA1,DMRT like family A1
101929484,2.3313,-3.6142,5.8314,1.0797e-06,6.9946e-05,5.5,LINC01615,long intergenic non-protein coding RNA 1615
643008,-2.1871,2.9104,-5.823,1.1083e-06,7.0967e-05,5.4751,SMIM5,small integral membrane protein 5
84955,1.1669,4.2186,5.8185,1.1236e-06,7.1654e-05,5.462,NUDCD1,NudC domain containing 1
116442,-1.6253,0.12402,-5.8085,1.1592e-06,7.3413e-05,5.4323,RAB39B,"""RAB39B, member RAS oncogene family"""
84281,-2.9889,5.2669,-5.8083,1.1602e-06,7.3413e-05,5.4315,C2orf88,chromosome 2 open reading frame 88
3558,-1.7915,-3.7224,-5.8055,1.1701e-06,7.3752e-05,5.4234,IL2,interleukin 2
3814,2.4855,-3.1231,5.8019,1.1833e-06,7.43e-05,5.4127,KISS1,KiSS-1 metastasis suppressor
1087,-3.7318,8.4154,-5.8003,1.1892e-06,7.4381e-05,5.408,CEACAM7,CEA cell adhesion molecule 7
200150,-2.3701,-1.9081,-5.7944,1.2112e-06,7.5393e-05,5.3905,PLD5,phospholipase D family member 5
10446,-3.0306,4.4874,-5.7934,1.2152e-06,7.5393e-05,5.3873,LRRN2,leucine rich repeat neuronal 2
8553,1.166,7.0516,5.7923,1.2192e-06,7.5393e-05,5.3842,BHLHE40,basic helix-loop-helix family member e40
340419,-3.026,1.2696,-5.7872,1.2389e-06,7.5944e-05,5.3689,RSPO2,R-spondin 2
341676,1.312,0.83219,5.7851,1.2468e-06,7.5944e-05,5.3629,NEK5,NIMA related kinase 5
4316,4.1874,1.1319,5.7843,1.2502e-06,7.5944e-05,5.3603,MMP7,matrix metallopeptidase 7
254439,-3.6637,2.37,-5.7814,1.2613e-06,7.6259e-05,5.3519,C11orf86,chromosome 11 open reading frame 86
29070,1.3332,2.8153,5.7795,1.269e-06,7.6442e-05,5.3461,CCDC113,coiled-coil domain containing 113
101929340,-1.8146,1.16,-5.7761,1.2823e-06,7.6658e-05,5.3361,LOC101929340,uncharacterized LOC101929340
101928673,-1.5408,-0.029814,-5.7757,1.2838e-06,7.6658e-05,5.335,LOC101928673,uncharacterized LOC101928673
2358,2.6102,-0.76773,5.7736,1.2925e-06,7.6727e-05,5.3286,FPR2,formyl peptide receptor 2
55257,1.0177,4.8147,5.768,1.3153e-06,7.7418e-05,5.3119,MRGBP,MRG domain binding protein
10863,-1.5861,4.2432,-5.7674,1.3177e-06,7.7418e-05,5.3101,ADAM28,ADAM metallopeptidase domain 28
81792,2.5097,1.9225,5.7672,1.3184e-06,7.7418e-05,5.3097,ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12
1434,1.2001,6.1672,5.7632,1.3351e-06,7.8119e-05,5.2977,CSE1L,chromosome segregation 1 like
284948,-1.9986,1.3131,-5.7597,1.3495e-06,7.8591e-05,5.2874,SH2D6,SH2 domain containing 6
222008,-3.9411,1.4178,-5.7589,1.3528e-06,7.8591e-05,5.2851,VSTM2A,V-set and transmembrane domain containing 2A
388585,-1.77,-2.11,-5.7554,1.3676e-06,7.8857e-05,5.2747,HES5,hes family bHLH transcription factor 5
1277,2.2604,9.8566,5.7546,1.3713e-06,7.8857e-05,5.2722,COL1A1,collagen type I alpha 1 chain
4063,-1.9026,1.9041,-5.7518,1.3832e-06,7.9212e-05,5.2639,LY9,lymphocyte antigen 9
8787,-1.4012,2.4254,-5.7482,1.3985e-06,7.9212e-05,5.2534,RGS9,regulator of G protein signaling 9
871,1.2199,7.2714,5.7474,1.4023e-06,7.9212e-05,5.2508,SERPINH1,serpin family H member 1
645784,-2.1742,3.0505,-5.7458,1.4092e-06,7.9276e-05,5.2461,ANKRD36BP2,ankyrin repeat domain 36B pseudogene 2
11178,1.8539,1.8683,5.7441,1.4165e-06,7.9276e-05,5.2412,LZTS1,leucine zipper tumor suppressor 1
375567,-2.0213,-0.52811,-5.7435,1.4195e-06,7.9276e-05,5.2392,VWC2,von Willebrand factor C domain containing 2
643236,-3.5177,3.2237,-5.7424,1.424e-06,7.9276e-05,5.2362,TMEM72,transmembrane protein 72
27286,1.9812,3.0283,5.7416,1.4277e-06,7.9276e-05,5.2337,SRPX2,sushi repeat containing protein X-linked 2
5653,4.6666,-1.4965,5.738,1.4437e-06,7.9722e-05,5.2231,KLK6,kallikrein related peptidase 6
8794,1.3087,1.174,5.7371,1.4478e-06,7.9722e-05,5.2204,TNFRSF10C,TNF receptor superfamily member 10c
101928405,-2.9674,0.12594,-5.7355,1.4553e-06,7.9723e-05,5.2155,LINC02023,long intergenic non-protein coding RNA 2023
83547,-1.368,3.7738,-5.7311,1.4753e-06,8.0014e-05,5.2025,RILP,Rab interacting lysosomal protein
23671,-2.9255,-1.1591,-5.7271,1.4935e-06,8.0173e-05,5.1908,TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2
23474,-1.6046,7.4777,-5.7257,1.5e-06,8.0173e-05,5.1867,ETHE1,ETHE1 persulfide dioxygenase
54055,-2.2261,-1.646,-5.7252,1.5027e-06,8.0173e-05,5.1849,CYP4F29P,"""cytochrome P450 family 4 subfamily F member 29, pseudogene"""
100048912,-4.015,3.8443,-5.7245,1.5056e-06,8.0173e-05,5.1831,CDKN2B-AS1,CDKN2B antisense RNA 1
197257,-2.3093,5.064,-5.72,1.5269e-06,8.039e-05,5.1697,LDHD,lactate dehydrogenase D
57458,-1.868,5.8691,-5.7189,1.5322e-06,8.039e-05,5.1664,TMCC3,transmembrane and coiled-coil domain family 3
5827,-1.3505,4.7565,-5.7174,1.5395e-06,8.039e-05,5.1618,PXMP2,peroxisomal membrane protein 2
2946,-1.6538,4.3272,-5.717,1.5413e-06,8.039e-05,5.1607,GSTM2,glutathione S-transferase mu 2
782,-1.1865,3.6935,-5.7149,1.5516e-06,8.0611e-05,5.1544,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1
3603,-1.403,4.4774,-5.7141,1.5554e-06,8.0611e-05,5.152,IL16,interleukin 16
8780,-1.1415,6.9911,-5.711,1.5704e-06,8.0968e-05,5.1429,RIOK3,RIO kinase 3
441509,-2.5294,0.092009,-5.7106,1.5722e-06,8.0968e-05,5.1418,GLRA4,glycine receptor alpha 4 (pseudogene)
8800,-1.0266,4.3405,-5.7093,1.5788e-06,8.1048e-05,5.1379,PEX11A,peroxisomal biogenesis factor 11 alpha
64388,-3.0259,4.179,-5.7065,1.5923e-06,8.1048e-05,5.1297,GREM2,"""gremlin 2, DAN family BMP antagonist"""
55672,-1.2346,5.9196,-5.7063,1.5937e-06,8.1048e-05,5.1289,NBPF1,NBPF member 1
84319,1.2259,3.883,5.7044,1.603e-06,8.1272e-05,5.1233,CMSS1,cms1 ribosomal small subunit homolog
2149,1.0407,5.164,5.7024,1.6128e-06,8.1516e-05,5.1175,F2R,coagulation factor II thrombin receptor
11261,-1.0584,7.901,-5.691,1.6713e-06,8.395e-05,5.0836,CHP1,calcineurin like EF-hand protein 1
1001,3.4968,3.218,5.6789,1.7356e-06,8.6915e-05,5.0476,CDH3,cadherin 3
28965,-2.6256,-0.67315,-5.6727,1.769e-06,8.7924e-05,5.0294,SLC27A6,solute carrier family 27 member 6
636,1.2098,3.2575,5.672,1.773e-06,8.7924e-05,5.0272,BICD1,BICD cargo adaptor 1
4852,-3.0287,-0.69212,-5.6712,1.7773e-06,8.7924e-05,5.0249,NPY,neuropeptide Y
5126,-3.1957,0.66276,-5.6648,1.813e-06,8.9094e-05,5.006,PCSK2,proprotein convertase subtilisin/kexin type 2
2214,1.71,4.3939,5.6641,1.8174e-06,8.9094e-05,5.0037,FCGR3A,Fc fragment of IgG receptor IIIa
7045,1.6961,7.5798,5.6543,1.8732e-06,9.1555e-05,4.9749,TGFBI,transforming growth factor beta induced
57460,1.3803,4.4053,5.6519,1.8877e-06,9.1991e-05,4.9675,PPM1H,"""protein phosphatase, Mg2+/Mn2+ dependent 1H"""
3294,-2.8472,5.6094,-5.6489,1.9049e-06,9.2347e-05,4.9589,HSD17B2,hydroxysteroid 17-beta dehydrogenase 2
27250,-1.3691,8.5429,-5.6487,1.9063e-06,9.2347e-05,4.9582,PDCD4,programmed cell death 4
5328,1.5956,4.9225,5.6447,1.93e-06,9.3217e-05,4.9464,PLAU,"""plasminogen activator, urokinase"""
10231,-1.5091,4.1877,-5.6433,1.9387e-06,9.3359e-05,4.9421,RCAN2,regulator of calcineurin 2
57167,2.5481,0.40724,5.6416,1.9488e-06,9.3572e-05,4.9372,SALL4,spalt like transcription factor 4
84182,1.0565,2.9349,5.6398,1.9599e-06,9.3828e-05,4.9318,MINDY4,MINDY lysine 48 deubiquitinase 4
11099,-1.1345,5.342,-5.6372,1.9759e-06,9.4319e-05,4.924,PTPN21,protein tyrosine phosphatase non-receptor type 21
54997,2.2931,2.6928,5.6311,2.0139e-06,9.5853e-05,4.9058,TESC,tescalcin
375061,1.2355,2.3085,5.6213,2.0761e-06,9.8408e-05,4.8768,FAM89A,family with sequence similarity 89 member A
171586,-1.3023,5.9692,-5.6207,2.0797e-06,9.8408e-05,4.8752,ABHD3,abhydrolase domain containing 3
6533,1.6318,5.5106,5.6179,2.0983e-06,9.9e-05,4.8667,SLC6A6,solute carrier family 6 member 6
26747,1.0973,3.2923,5.6157,2.1125e-06,9.936e-05,4.8603,NUFIP1,nuclear FMR1 interacting protein 1
8862,2.5472,1.585,5.6149,2.1181e-06,9.936e-05,4.8578,APLN,apelin
285,1.6036,2.4696,5.6135,2.1269e-06,9.9488e-05,4.8538,ANGPT2,angiopoietin 2
5152,-1.9076,5.4291,-5.6112,2.1426e-06,9.9677e-05,4.8468,PDE9A,phosphodiesterase 9A
441951,1.0939,6.029,5.6111,2.1431e-06,9.9677e-05,4.8466,ZFAS1,ZNFX1 antisense RNA 1
80758,1.7293,1.6622,5.6092,2.1556e-06,9.9916e-05,4.8411,PRR7,"""proline rich 7, synaptic"""
56648,1.3962,2.3007,5.6085,2.1605e-06,9.9916e-05,4.8389,EIF5A2,eukaryotic translation initiation factor 5A2
4084,-1.4397,6.9198,-5.6057,2.1792e-06,0.0001005,4.8307,MXD1,MAX dimerization protein 1
7292,1.421,1.4785,5.5993,2.2228e-06,0.00010188,4.8118,TNFSF4,TNF superfamily member 4
9912,-1.8501,5.8895,-5.5978,2.2339e-06,0.00010188,4.807,ARHGAP44,Rho GTPase activating protein 44
4017,1.6971,5.3662,5.5957,2.248e-06,0.00010194,4.801,LOXL2,lysyl oxidase like 2
11156,2.0463,3.8949,5.5924,2.2712e-06,0.00010271,4.7913,PTP4A3,protein tyrosine phosphatase 4A3
80328,3.0558,-1.8464,5.5898,2.2896e-06,0.00010302,4.7836,ULBP2,UL16 binding protein 2
11148,-2.6945,6.3805,-5.5884,2.3e-06,0.00010303,4.7792,HHLA2,HERV-H LTR-associating 2
6401,2.7721,0.66011,5.5828,2.34e-06,0.00010396,4.7628,SELE,selectin E
2949,-2.1092,1.5007,-5.5819,2.3466e-06,0.00010396,4.7602,GSTM5,glutathione S-transferase mu 5
392617,1.726,1.0656,5.5819,2.3469e-06,0.00010396,4.76,ELFN1,extracellular leucine rich repeat and fibronectin type III domain containing 1
11072,1.5613,1.2167,5.5815,2.3499e-06,0.00010396,4.7588,DUSP14,dual specificity phosphatase 14
84141,1.8759,0.99733,5.5794,2.3655e-06,0.00010437,4.7525,EVA1A,"""eva-1 homolog A, regulator of programmed cell death"""
4498,-3.3589,-0.25586,-5.5759,2.3912e-06,0.00010522,4.7422,MT1JP,"""metallothionein 1J, pseudogene"""
257000,-2.2188,1.7563,-5.571,2.4281e-06,0.00010614,4.7276,TINCR,TINCR ubiquitin domain containing
56265,2.1151,3.2093,5.5705,2.4316e-06,0.00010614,4.7262,CPXM1,"""carboxypeptidase X, M14 family member 1"""
375323,-3.2454,-0.37186,-5.5651,2.4724e-06,0.00010695,4.7104,LHFPL4,LHFPL tetraspan subfamily member 4
79075,1.5848,2.4707,5.5646,2.4766e-06,0.00010695,4.7087,DSCC1,DNA replication and sister chromatid cohesion 1
84561,1.0259,3.971,5.564,2.4815e-06,0.00010695,4.7069,SLC12A8,solute carrier family 12 member 8
7130,1.9295,0.80057,5.5638,2.483e-06,0.00010695,4.7063,TNFAIP6,TNF alpha induced protein 6
771,-1.9381,8.1537,-5.5628,2.4907e-06,0.000107,4.7034,CA12,carbonic anhydrase 12
651,-3.7695,3.9074,-5.5554,2.5483e-06,0.00010876,4.6816,BMP3,bone morphogenetic protein 3
5734,-1.2583,5.8928,-5.5553,2.5497e-06,0.00010876,4.6811,PTGER4,prostaglandin E receptor 4
90423,1.0466,1.5258,5.555,2.5518e-06,0.00010876,4.6803,ATP6V1E2,ATPase H+ transporting V1 subunit E2
137970,-2.6498,-1.1969,-5.5542,2.5583e-06,0.00010876,4.6778,UNC5D,unc-5 netrin receptor D
653567,-2.4997,5.1473,-5.5487,2.6022e-06,0.00011,4.6616,TMEM236,transmembrane protein 236
2838,-3.1623,3.1714,-5.5476,2.6109e-06,0.00011,4.6584,GPR15,G protein-coupled receptor 15
6753,-1.7612,-0.32191,-5.5466,2.6191e-06,0.00011,4.6554,SSTR3,somatostatin receptor 3
10085,-1.3833,5.8843,-5.5411,2.6641e-06,0.0001109,4.6392,EDIL3,EGF like repeats and discoidin domains 3
125,-2.9039,5.7968,-5.5403,2.6709e-06,0.0001109,4.6368,ADH1B,"""alcohol dehydrogenase 1B (class I), beta polypeptide"""
29953,-1.8307,1.9889,-5.5402,2.6721e-06,0.0001109,4.6364,TRHDE,thyrotropin releasing hormone degrading enzyme
1051,1.1084,5.1355,5.5396,2.6765e-06,0.0001109,4.6348,CEBPB,CCAAT enhancer binding protein beta
10196,1.053,4.1186,5.5358,2.7089e-06,0.00011194,4.6233,PRMT3,protein arginine methyltransferase 3
4058,-2.3789,4.008,-5.5344,2.7203e-06,0.00011194,4.6193,LTK,leukocyte receptor tyrosine kinase
170425,3.3595,-2.1319,5.5342,2.7223e-06,0.00011194,4.6186,LINC00858,long intergenic non-protein coding RNA 858
7008,-1.1078,5.2943,-5.5319,2.7421e-06,0.00011247,4.6117,TEF,"""TEF transcription factor, PAR bZIP family member"""
353324,2.3732,-1.7774,5.5279,2.7764e-06,0.00011331,4.5999,SPATA12,spermatogenesis associated 12
6003,-2.0757,0.27397,-5.5251,2.8e-06,0.00011399,4.5918,RGS13,regulator of G protein signaling 13
1103,-3.3589,-2.1248,-5.5242,2.8085e-06,0.00011405,4.5889,CHAT,choline O-acetyltransferase
4499,-3.4036,3.1797,-5.5227,2.8209e-06,0.00011427,4.5847,MT1M,metallothionein 1M
7850,-2.5517,4.244,-5.5196,2.8486e-06,0.00011489,4.5754,IL1R2,interleukin 1 receptor type 2
102723766,-1.9908,1.9261,-5.5194,2.8503e-06,0.00011489,4.5748,LINC02362,long intergenic non-protein coding RNA 2362
4830,1.1954,5.7777,5.5169,2.8723e-06,0.00011521,4.5675,NME1,NME/NM23 nucleoside diphosphate kinase 1
1470,3.1041,-2.3877,5.5148,2.8914e-06,0.00011563,4.5612,CST2,cystatin SA
758,-2.0541,-2.7044,-5.5135,2.9032e-06,0.00011563,4.5573,MPPED1,metallophosphoesterase domain containing 1
25975,2.8132,0.44117,5.5134,2.9039e-06,0.00011563,4.5571,EGFL6,EGF like domain multiple 6
8140,2.1208,5.4746,5.5118,2.9187e-06,0.00011593,4.5523,SLC7A5,solute carrier family 7 member 5
10410,1.55,7.1344,5.5096,2.9388e-06,0.00011645,4.5457,IFITM3,interferon induced transmembrane protein 3
1018,-1,3.0151,-5.5024,3.0056e-06,0.00011819,4.5243,CDK3,cyclin dependent kinase 3
27111,-2.199,7.0477,-5.5003,3.0247e-06,0.00011841,4.5183,SDCBP2,syndecan binding protein 2
768211,-1.2606,3.1393,-5.4878,3.1447e-06,0.00012194,4.4812,RELL1,RELT like 1
608,-2.7636,2.373,-5.4826,3.1965e-06,0.00012366,4.4656,TNFRSF17,TNF receptor superfamily member 17
221074,-1.5924,-4.2359,-5.4789,3.2333e-06,0.00012474,4.4547,SLC39A12,solute carrier family 39 member 12
6678,1.8137,9.2325,5.4782,3.2399e-06,0.00012474,4.4528,SPARC,secreted protein acidic and cysteine rich
9358,2.2633,1.9068,5.4738,3.2849e-06,0.00012588,4.4397,ITGBL1,integrin subunit beta like 1
6398,-2.3142,5.8137,-5.4708,3.3159e-06,0.00012677,4.4307,SECTM1,secreted and transmembrane 1
94234,3.5414,1.8898,5.4674,3.351e-06,0.0001277,4.4207,FOXQ1,forkhead box Q1
3512,-2.8206,10.709,-5.4669,3.3557e-06,0.0001277,4.4194,JCHAIN,joining chain of multimeric IgA and IgM
6368,-1.9859,-1.2616,-5.4657,3.3683e-06,0.00012788,4.4158,CCL23,C-C motif chemokine ligand 23
27132,3.4827,1.9439,5.463,3.3968e-06,0.00012866,4.4077,CPNE7,copine 7
4593,-2.2687,0.33615,-5.4604,3.4246e-06,0.00012941,4.4,MUSK,muscle associated receptor tyrosine kinase
9881,-1.45,6.5056,-5.4565,3.4662e-06,0.00013068,4.3885,TRANK1,tetratricopeptide repeat and ankyrin repeat containing 1
55640,-1.2446,3.981,-5.4506,3.5305e-06,0.00013224,4.371,FLVCR2,FLVCR heme transporter 2
285958,1.1719,4.0295,5.4505,3.5318e-06,0.00013224,4.3706,SNHG15,small nucleolar RNA host gene 15
4128,-1.3144,8.1432,-5.4464,3.5766e-06,0.00013341,4.3586,MAOA,monoamine oxidase A
100128675,-1.845,-1.9089,-5.4462,3.5794e-06,0.00013341,4.3579,HPN-AS1,HPN antisense RNA 1
8987,-1.0353,5.6711,-5.4441,3.602e-06,0.00013395,4.3519,STBD1,starch binding domain 1
4237,1.9014,3.2825,5.4366,3.6875e-06,0.00013652,4.3295,MFAP2,microfibril associated protein 2
79819,-1.4254,3.1659,-5.4355,3.6997e-06,0.00013652,4.3264,WDR78,WD repeat domain 78
57332,1.0168,3.1746,5.4349,3.7071e-06,0.00013652,4.3245,CBX8,chromobox 8
23382,-2.2845,8.2051,-5.4348,3.708e-06,0.00013652,4.3242,AHCYL2,adenosylhomocysteinase like 2
10004,-1.509,3.9251,-5.4344,3.7131e-06,0.00013652,4.3229,NAALADL1,N-acetylated alpha-linked acidic dipeptidase like 1
11237,1.0135,4.0202,5.429,3.7755e-06,0.00013851,4.307,RNF24,ring finger protein 24
166968,-1.3101,6.1938,-5.42,3.8828e-06,0.00014149,4.2804,MIER3,MIER family member 3
388341,-1.264,5.7258,-5.418,3.9067e-06,0.00014185,4.2745,LRRC75A,leucine rich repeat containing 75A
54474,-2.5037,8.2567,-5.4177,3.9102e-06,0.00014185,4.2737,KRT20,keratin 20
3859,-2.2565,-1.6021,-5.4143,3.9519e-06,0.00014305,4.2636,KRT12,keratin 12
51567,-1.4016,7.9529,-5.413,3.9673e-06,0.00014329,4.2599,TDP2,tyrosyl-DNA phosphodiesterase 2
3569,3.3651,-0.19,5.4071,4.0412e-06,0.00014531,4.2423,IL6,interleukin 6
23171,-1.0177,6.5583,-5.4056,4.0599e-06,0.00014563,4.2379,GPD1L,glycerol-3-phosphate dehydrogenase 1 like
60681,1.6279,5.7918,5.4043,4.0768e-06,0.00014563,4.2339,FKBP10,FKBP prolyl isomerase 10
22865,-3.104,-0.86319,-5.4017,4.1102e-06,0.0001465,4.2262,SLITRK3,SLIT and NTRK like family member 3
63928,-3.1935,7.1745,-5.4001,4.1303e-06,0.00014658,4.2215,CHP2,calcineurin like EF-hand protein 2
100507195,-1.2055,-0.11678,-5.3941,4.2082e-06,0.00014838,4.2037,LINC02384,long intergenic non-protein coding RNA 2384
6943,-1.3294,4.1644,-5.3905,4.2548e-06,0.0001497,4.1932,TCF21,transcription factor 21
144402,-1.6791,3.8198,-5.3889,4.2768e-06,0.00014983,4.1883,CPNE8,copine 8
10449,-1.123,7.5734,-5.385,4.3281e-06,0.0001513,4.1769,ACAA2,acetyl-CoA acyltransferase 2
1238,-1.4676,1.4457,-5.3829,4.3568e-06,0.00015198,4.1707,ACKR2,atypical chemokine receptor 2
23460,-1.6402,2.1473,-5.3812,4.3801e-06,0.00015199,4.1656,ABCA6,ATP binding cassette subfamily A member 6
10699,1.7482,-0.2778,5.3799,4.397e-06,0.00015199,4.1619,CORIN,"""corin, serine peptidase"""
113026,-1.557,7.4626,-5.3799,4.3973e-06,0.00015199,4.1618,PLCD3,phospholipase C delta 3
23250,1.3537,5.6746,5.3794,4.4037e-06,0.00015199,4.1605,ATP11A,ATPase phospholipid transporting 11A
80221,-1.5029,6.118,-5.3787,4.4141e-06,0.00015203,4.1582,ACSF2,acyl-CoA synthetase family member 2
100506542,-1.6742,0.89233,-5.3767,4.4414e-06,0.0001522,4.1523,LINC01082,long intergenic non-protein coding RNA 1082
1908,-2.9321,4.7955,-5.3766,4.4428e-06,0.0001522,4.152,EDN3,endothelin 3
53345,-1.7873,1.4163,-5.3748,4.4679e-06,0.00015259,4.1467,TM6SF2,transmembrane 6 superfamily member 2
101929733,-2.1749,-1.7738,-5.373,4.493e-06,0.00015313,4.1413,LINC01954,long intergenic non-protein coding RNA 1954
2209,1.5712,1.4271,5.3702,4.5325e-06,0.00015371,4.133,FCGR1A,Fc fragment of IgG receptor Ia
1902,-1.1187,4.5119,-5.3697,4.5384e-06,0.00015371,4.1318,LPAR1,lysophosphatidic acid receptor 1
101927412,-2.0255,-1.7115,-5.3615,4.6565e-06,0.00015733,4.1073,LINC01781,long intergenic non-protein coding RNA 1781
9456,1.6113,1.9298,5.3609,4.6645e-06,0.00015733,4.1057,HOMER1,homer scaffold protein 1
57495,-2.3651,-0.74525,-5.3598,4.6812e-06,0.00015741,4.1023,NWD2,NACHT and WD repeat domain containing 2
1909,1.5887,3.2741,5.359,4.6925e-06,0.00015741,4.1,EDNRA,endothelin receptor type A
138065,2.0134,0.63908,5.3588,4.6957e-06,0.00015741,4.0993,RNF183,ring finger protein 183
84983,2.354,-2.0342,5.3552,4.7483e-06,0.00015884,4.0887,FAM222A-AS1,FAM222A antisense RNA 1
23601,2.7593,-0.71621,5.354,4.7657e-06,0.0001591,4.0852,CLEC5A,C-type lectin domain containing 5A
7070,1.8676,5.8666,5.3519,4.7968e-06,0.00015923,4.079,THY1,Thy-1 cell surface antigen
10112,1.3365,3.5229,5.3515,4.8027e-06,0.00015923,4.0779,KIF20A,kinesin family member 20A
58480,-1.0577,5.9667,-5.3515,4.8031e-06,0.00015923,4.0778,RHOU,ras homolog family member U
79785,-3.3831,0.3786,-5.3511,4.8093e-06,0.00015923,4.0765,RERGL,RERG like
9834,-2.3987,2.2625,-5.3469,4.8726e-06,0.0001607,4.0641,FAM30A,family with sequence similarity 30 member A
145864,1.3978,3.1366,5.3436,4.9218e-06,0.0001611,4.0545,HAPLN3,hyaluronan and proteoglycan link protein 3
389206,-1.9402,-0.59047,-5.3425,4.9392e-06,0.0001611,4.0512,BEND4,BEN domain containing 4
5030,-2.9062,-0.96053,-5.3422,4.9444e-06,0.0001611,4.0502,P2RY4,pyrimidinergic receptor P2Y4
6641,1.3942,4.9526,5.342,4.9466e-06,0.0001611,4.0498,SNTB1,syntrophin beta 1
6750,-3.4517,1.5939,-5.3407,4.9666e-06,0.0001611,4.0459,SST,somatostatin
84627,1.8327,2.5631,5.3403,4.9735e-06,0.0001611,4.0446,ZNF469,zinc finger protein 469
7058,2.5075,5.2048,5.3387,4.9982e-06,0.00016114,4.0399,THBS2,thrombospondin 2
8412,-1.1469,5.301,-5.3385,5.0005e-06,0.00016114,4.0394,BCAR3,"""BCAR3 adaptor protein, NSP family member"""
2565,-2.1614,-3.6336,-5.3359,5.0408e-06,0.00016198,4.0318,GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1
339766,-1.7512,-4.2694,-5.3353,5.0505e-06,0.00016198,4.0299,MROH2A,maestro heat like repeat family member 2A
375704,-2.4021,0.26036,-5.3331,5.0856e-06,0.00016247,4.0234,ENHO,energy homeostasis associated
54106,-1.9321,-0.19107,-5.3321,5.1011e-06,0.0001626,4.0205,TLR9,toll like receptor 9
100129461,1.0861,-0.59286,5.3316,5.1097e-06,0.0001626,4.0189,LYRM4-AS1,LYRM4 antisense RNA 1
5801,-1.7982,3.9634,-5.3299,5.1368e-06,0.00016315,4.0138,PTPRR,protein tyrosine phosphatase receptor type R
9388,1.1392,4.4349,5.3236,5.2382e-06,0.00016605,3.9952,LIPG,"""lipase G, endothelial type"""
27306,-1.7897,1.5138,-5.3159,5.3637e-06,0.00016924,3.9727,HPGDS,hematopoietic prostaglandin D synthase
646962,-2.2602,4.1129,-5.3156,5.3699e-06,0.00016924,3.9716,HRCT1,histidine rich carboxyl terminus 1
25849,-1.5341,8.7068,-5.3115,5.4375e-06,0.00017104,3.9596,PARM1,prostate androgen-regulated mucin-like protein 1
3589,2.5089,-0.50818,5.3098,5.4674e-06,0.00017131,3.9544,IL11,interleukin 11
2208,-2.3546,0.61792,-5.3069,5.5155e-06,0.00017192,3.9461,FCER2,Fc fragment of IgE receptor II
5697,-4.0786,3.4657,-5.3068,5.517e-06,0.00017192,3.9458,PYY,peptide YY
6556,1.9737,1.842,5.3068,5.5184e-06,0.00017192,3.9456,SLC11A1,solute carrier family 11 member 1
153,-2.1284,0.42935,-5.3021,5.5985e-06,0.00017343,3.9319,ADRB1,adrenoceptor beta 1
285590,1.0183,5.3952,5.3005,5.6266e-06,0.00017397,3.9271,SH3PXD2B,SH3 and PX domains 2B
64220,2.7521,0.23766,5.299,5.6526e-06,0.00017406,3.9227,STRA6,signaling receptor and transporter of retinol STRA6
1152,-2.2497,9.6445,-5.2988,5.6558e-06,0.00017406,3.9222,CKB,creatine kinase B
2110,-1.1127,5.3887,-5.2983,5.6644e-06,0.00017406,3.9207,ETFDH,electron transfer flavoprotein dehydrogenase
80309,-2.521,-2.8355,-5.2979,5.6724e-06,0.00017406,3.9194,SPHKAP,"""SPHK1 interactor, AKAP domain containing"""
65263,1.0632,2.8253,5.2968,5.6918e-06,0.00017433,3.9161,PYCR3,pyrroline-5-carboxylate reductase 3
650,-1.3808,5.4621,-5.2947,5.7297e-06,0.00017499,3.9098,BMP2,bone morphogenetic protein 2
64115,-1.0066,6,-5.2933,5.7544e-06,0.00017499,3.9057,VSIR,V-set immunoregulatory receptor
101927023,-1.7819,-4.1821,-5.293,5.7583e-06,0.00017499,3.9051,LOC101927023,uncharacterized LOC101927023
114905,-2.3146,1.9411,-5.292,5.7776e-06,0.00017499,3.9019,C1QTNF7,C1q and TNF related 7
6004,1.5316,2.9139,5.2906,5.8029e-06,0.00017515,3.8977,RGS16,regulator of G protein signaling 16
1440,3.192,-1.841,5.2859,5.8865e-06,0.000177,3.8841,CSF3,colony stimulating factor 3
4493,-2.4477,6.4852,-5.2859,5.8874e-06,0.000177,3.884,MT1E,metallothionein 1E
22822,1.642,5.3865,5.2786,6.0224e-06,0.0001794,3.8624,PHLDA1,pleckstrin homology like domain family A member 1
4233,1.1289,6.1797,5.2781,6.0319e-06,0.0001794,3.8609,MET,"""MET proto-oncogene, receptor tyrosine kinase"""
2100,-1.9493,0.81122,-5.2773,6.0462e-06,0.00017943,3.8586,ESR2,estrogen receptor 2
1116,2.5296,2.614,5.2768,6.0562e-06,0.00017943,3.8571,CHI3L1,chitinase 3 like 1
